N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,4,4
1,whisper,wishing_song,3,3
2,does_anybody,bali,5,5
3,kansas,roses,2,2
4,kalamazoo_arnstein,kalamazoo_warren,3,3
5,shepherd,beginthebeguine,6,6
6,sadness,youdbesonice,4,4
7,evangelimann,mitternachtstango,3,3
8,sognonostalgico,girlinthedark,4,4
9,jeanniemichele,themeatimetolove,4,4
10,uncantoagalicia,bisschenfrieden,3,3
11,greengrassgrows,superstring,3,3
12,whereareyounow,whereareyou,2,2
13,heartbeat,getoveryou,0,0
14,gumtree,downunder,3,3
15,blessees,janine,3,3
