N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt3,0,0
2,o_gladsome,o_light,0,0
3,lady_love,word_warning,2,2
4,spider,desert_song,2,2
5,prelude,dakota,0,0
6,vagyok,perhaps,2,2
7,sadness,youdbesonice,0,0
8,tonighthesailedagain,iloveyouyesido,2,2
9,muehlebachbeersmith,timeformuehlebach,0,0
10,mizpahshalom,shalom,2,2
11,hessofine,mysweetlord,0,0
12,jeanniemichele,themeatimetolove,0,0
13,keeponsinging,keeponsingingtwo,2,2
14,dirlada,loopdilove,0,0
15,letitend,howdeepisyourlove,2,2
16,pourtoi,feelings,0,0
17,es,hey,0,0
18,tillyou,phantomoftheopera,0,0
19,whereareyounow,whereareyou,0,0
20,gehtsparkasse,begood,0,0
21,heartbeat,getoveryou,3,3
22,reich,niveau,2,2
